AssetID,AssetType,Commodity,System,InstallDate,AgeYears,ConditionScore,LastMaintenanceDate,InspectionDate,Region,Latitude,Longitude,DiameterInches,Material,CoatingType,SeamType,MAOP_psig,HCA_Flag,ClassLocation,SoilCorrosivityIndex,CPZoneID,CPStatus,LastCPSurveyDate,PipeToSoilPotential_mV,LastILI_Date,ILI_Anomalies_Count,LeakHistoryCount,CorrosionRiskScore_Rubric
A100220,Substation Equipment,Electric,N/A,1987-07-03,38.1,1,1988-06-27,2025-02-21,North Bay,38.034347953650354,-122.75258309411207,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100221,Launcher/Receiver,Gas,Transmission,1991-06-15,34.2,3,1997-07-30,2024-10-13,San Francisco,37.73592562829816,-122.30381197304389,22.059002607417344,Steel,FBE,N/A,267.3112375684391,Y,2.0,4.0,CP211,Adequate,2025-04-11,-846.0339994550197,2022-05-23,3.0,1,10.0
A100222,Service Line/Riser,Gas,Distribution,1974-05-29,51.2,2,1980-04-17,2024-05-26,South Bay,37.147524886845574,-122.12077149072667,9.91482516490843,Steel,Tape Wrap,Seamless,60.45352087811594,N,1.0,3.0,CP920,Unknown,2025-07-05,-950.0493449705507,2020-04-07,2.0,0,8.0
A100223,Gas Distribution Main,Gas,Transmission,1980-07-23,45.1,1,1988-02-15,2023-11-24,San Francisco,37.710372492903026,-122.35484826324453,30.476289572261297,Steel,Asphalt Enamel,SAW,233.46392035047683,Y,1.0,4.0,CP540,Adequate,2025-02-21,-807.1016256266427,2020-07-21,3.0,0,10.0
A100224,Overhead Line,Electric,N/A,1966-09-15,58.9,3,1969-06-19,2025-01-31,San Francisco,37.81189266699739,-122.2233439510581,,Wood,N/A,N/A,,N/A,,5.0,,N/A,,,,,1,
A100225,Pipeline Casing,Gas,Distribution,2005-12-06,19.7,3,2008-04-25,2024-02-15,South Bay,37.33645160173679,-121.885297965372,4.738613132433951,Steel,Asphalt Enamel,Seamless,82.55372684690379,N,3.0,2.0,CP114,Underprotected,2024-07-27,-894.4912624108707,2020-03-10,3.0,0,7.0
A100226,Valve Station,Gas,Transmission,1959-06-05,66.2,5,1964-05-07,2025-01-27,San Francisco,37.791409645826654,-122.3374135847696,19.350521756459422,Steel,None/Unknown,N/A,234.15196555274412,Y,2.0,4.0,CP542,Adequate,2024-11-16,-788.7342566524256,2022-12-16,4.0,0,10.0
A100227,Gas Transmission Pipeline,Gas,Transmission,1970-09-27,54.9,4,1978-03-30,2024-12-08,North Bay,38.47260333975026,-122.70493755223555,28.259464135323622,PE,Coal Tar,N/A,314.0749641710489,N,2.0,1.0,CP150,Adequate,2025-06-10,-834.4348209392195,2024-01-19,1.0,1,7.0
A100228,Switchgear,Electric,N/A,1973-12-19,51.6,4,1979-01-30,2025-03-07,San Francisco,37.72029748504172,-122.63636690826695,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100229,Anode Bed,Gas,Distribution,1992-09-07,32.9,2,1997-11-05,2024-08-09,East Bay,37.88994143203451,-122.24086534951819,24.109577386154385,Steel,FBE,N/A,148.48683950676036,Y,1.0,5.0,CP674,Adequate,2024-11-10,-984.7179361726396,2021-06-27,2.0,0,8.0
A100230,Substation Equipment,Electric,N/A,1977-04-26,48.3,4,1982-03-03,2023-09-21,South Bay,37.2902690896378,-121.88377547527894,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100231,Regulator Station,Gas,Transmission,1995-12-26,29.6,3,1998-08-21,2024-09-29,East Bay,37.90002197760542,-122.10252147371541,27.951131771866425,Steel,Coal Tar,SAW,325.11058153173866,N,2.0,3.0,CP440,Adequate,2025-04-19,-895.0941432081231,2023-02-07,2.0,0,7.0
A100232,Pole,Electric,N/A,1962-05-05,63.3,1,1967-05-14,2024-05-13,East Bay,37.741103268645,-122.29273707415828,,Composite,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100233,Pole,Electric,N/A,2008-11-30,16.7,1,2014-08-19,2024-05-01,North Bay,38.176758249596425,-122.7609164120957,,Wood,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100234,Pole,Electric,N/A,2003-07-22,22.1,5,2004-02-27,2024-06-07,Sierra,38.9004039712607,-120.41804662077551,,Steel,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100235,Switchgear,Electric,N/A,2010-09-24,14.9,2,2014-04-21,2024-08-08,Sierra,38.920986311529596,-120.53014406258151,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,1,
A100236,Anode Bed,Gas,Distribution,1976-04-20,49.3,5,1981-01-28,2023-10-21,Central Coast,36.768517404324726,-121.96471419290445,10.178627135952263,Steel,Tape Wrap,SAW,136.30182263287682,Y,2.0,4.0,CP424,Unknown,2024-08-08,-893.3843667678736,2022-01-17,0.0,0,9.0
A100237,Test Station,Gas,Distribution,1964-01-25,61.5,5,1972-02-20,2025-02-13,East Bay,37.828578214516284,-122.30799557690607,14.649338407073841,Steel,N/A,Seamless,93.08375675250758,N,3.0,1.0,CP720,Unknown,2025-03-10,-840.8603080150359,2021-01-13,1.0,1,7.0
A100238,Switchgear,Electric,N/A,1972-06-30,53.1,2,1977-03-05,2023-08-26,San Francisco,37.913650471204306,-122.5341619758306,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100239,Transformer,Electric,N/A,1968-02-11,57.5,5,1971-05-03,2024-06-30,San Francisco,37.67005987153679,-122.49484388581641,,Wood,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100240,Underground Cable,Electric,N/A,2001-01-28,24.5,3,2006-12-03,2024-11-21,South Bay,37.13256319788033,-121.99874344643445,,Copper,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100241,Test Station,Gas,Distribution,2017-11-23,7.7,1,2021-05-14,2023-10-19,Sierra,38.99128129690982,-120.71941570867907,8.876871747346845,Steel,FBE,N/A,60.0,N,1.0,2.0,CP126,Underprotected,2025-02-17,-972.6959907347231,2021-12-29,1.0,0,6.0
A100242,Gas Transmission Pipeline,Gas,Transmission,1986-08-28,39.0,2,1987-06-21,2025-02-21,San Francisco,37.87133597695802,-122.41882568956608,16.15974411068943,N/A,Coal Tar,Seamless,252.6198070983723,N,3.0,3.0,CP616,Unknown,2025-03-27,-979.8415707668022,2020-06-12,9.0,0,7.0
A100243,Service Line/Riser,Gas,Transmission,1995-03-13,30.4,4,2002-01-14,2024-10-24,East Bay,37.81260668148677,-122.1679831396682,25.979526597525467,Steel,FBE,Seamless,115.04699984113822,N,1.0,2.0,CP187,Unknown,2025-05-27,-973.2254444600214,2022-01-10,4.0,0,5.0
A100244,Switchgear,Electric,N/A,1999-12-23,25.6,4,2005-08-19,2023-10-14,Sierra,39.24771165703678,-120.51211387968162,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100245,Launcher/Receiver,Gas,Transmission,2017-11-18,7.7,5,2022-05-29,2024-02-15,South Bay,37.19578599500514,-121.84312597804782,28.783272371596837,Cast Iron,N/A,Seamless,315.16936032093633,N,3.0,4.0,CP814,Adequate,2024-08-08,-897.8833182098718,2021-03-02,4.0,0,7.0
A100246,Test Station,Gas,Distribution,2018-07-27,7.0,2,2023-09-14,2024-07-19,Central Coast,36.49807797858866,-121.97006757864436,15.784502763382775,PE,None/Unknown,Seamless,69.5366365983435,Y,1.0,1.0,CP318,Underprotected,2025-03-31,-995.0158419873792,2023-04-17,5.0,0,7.0
A100247,Valve Station,Gas,Transmission,1981-04-25,44.3,5,1982-07-31,2025-04-04,North Bay,38.17799579035174,-122.70182591249775,28.86398461685011,Steel,Asphalt Enamel,SAW,252.30986355676555,Y,2.0,5.0,CP544,Underprotected,2024-09-22,-824.3533260873758,2020-01-12,2.0,0,10.0
A100248,Pole,Electric,N/A,1967-05-08,58.3,3,1973-02-11,2023-12-16,San Francisco,37.95578163977676,-122.69396343088695,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100249,Overhead Line,Electric,N/A,1990-05-27,35.2,5,1998-06-03,2024-12-28,South Bay,37.22005829830569,-121.89088426290506,,Composite,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100250,Substation Equipment,Electric,N/A,1961-01-30,64.5,1,1969-01-22,2025-03-27,Sierra,39.008345029937765,-120.50273318298635,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100251,Service Line/Riser,Gas,Distribution,1990-04-02,35.4,5,1990-12-20,2023-09-07,East Bay,37.77177454422102,-122.19130134824627,22.933561953807995,PE,None/Unknown,ERW,116.2213815969454,N,1.0,4.0,CP192,Adequate,2025-02-21,-953.2201234628585,2022-10-23,1.0,0,8.0
A100252,Transformer,Electric,N/A,2011-02-06,14.5,4,2018-09-12,2024-07-08,South Bay,37.49991662863826,-121.80865930129208,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100253,Regulator Station,Gas,Transmission,1998-12-28,26.6,2,2003-04-22,2023-12-08,North Bay,38.486221949372926,-122.59202442910868,23.856460800262326,PE,N/A,ERW,276.35063457712226,Y,2.0,1.0,CP395,Adequate,2024-11-06,-823.1074435966016,2023-09-19,0.0,0,6.0
A100254,Service Line/Riser,Gas,Distribution,1979-10-27,45.8,2,1985-04-10,2024-11-20,San Francisco,37.72754243075923,-122.51821340743237,20.697605120463038,Steel,Coal Tar,SAW,105.33580386255441,N,2.0,3.0,CP137,Unknown,2025-03-26,-942.3046917247799,2021-11-01,3.0,2,9.0
A100255,Test Station,Gas,Distribution,1980-12-05,44.7,2,1985-05-25,2025-05-25,San Francisco,37.688108172264435,-122.39358595435752,14.129872964321873,Steel,FBE,SAW,125.11181850407984,N,1.0,5.0,CP306,Overprotected,2024-10-04,-835.5230007104116,2022-06-24,4.0,1,10.0
A100256,Gas Distribution Main,Gas,Distribution,1995-06-09,30.2,5,1998-07-12,2024-08-19,North Bay,38.195109992341905,-122.72467709397252,12.950103977906572,Steel,Coal Tar,N/A,123.65928531606224,N,1.0,4.0,CP817,Adequate,2024-12-03,-878.688576940498,2024-01-15,1.0,0,8.0
A100257,Gas Distribution Main,Gas,Distribution,1994-02-19,31.5,4,2000-04-06,2024-05-28,North Bay,38.29776950463391,-122.73386931107876,8.497468447267407,Steel,Asphalt Enamel,ERW,116.52580196734466,Y,4.0,2.0,CP809,Adequate,2024-08-19,-886.9882128938186,2020-07-28,4.0,0,6.0
A100258,Transformer,Electric,N/A,2008-05-25,17.2,1,2013-05-30,2024-03-05,Central Coast,36.34102327712456,-122.04964908216684,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100259,Underground Cable,Electric,N/A,2005-02-28,20.5,3,2008-11-18,2023-11-07,North Bay,38.200772425311484,-122.68748843569193,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100260,Regulator Station,Gas,Transmission,1958-03-17,67.4,1,1962-01-30,2023-08-16,East Bay,37.87601083557748,-122.02955096039314,27.171559735710275,PE,N/A,N/A,262.28245011187516,N,1.0,5.0,CP550,Adequate,2024-12-28,-919.1435629580471,2022-07-19,1.0,0,8.0
A100261,Service Line/Riser,Gas,Transmission,1965-08-06,60.0,2,1971-12-19,2024-01-27,Sierra,38.914425665641566,-120.5945099510825,20.976092213383406,Steel,None/Unknown,N/A,290.62657492473755,N,4.0,1.0,CP358,Unknown,2025-02-20,-947.3650706427919,2022-12-04,1.0,0,6.0
A100262,Substation Equipment,Electric,N/A,1989-04-27,36.3,5,1994-05-05,2025-02-11,East Bay,37.69369355102831,-122.13558041115434,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100263,Regulator Station,Gas,Distribution,2018-05-07,7.3,5,2025-07-17,2025-07-11,North Bay,38.12648899850084,-122.65545787384004,11.540207970079946,Steel,None/Unknown,SAW,104.93353486174112,N,2.0,1.0,CP193,Underprotected,2025-01-19,-828.4257138015361,2023-02-26,2.0,0,8.0
A100264,Pole,Electric,N/A,1972-01-31,53.5,4,1974-02-13,2025-07-10,North Bay,38.36562312291781,-122.63322522903196,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100265,Substation Equipment,Electric,N/A,1993-08-16,32.0,4,1997-01-06,2023-10-18,San Francisco,37.77972914339401,-122.41089351244041,,N/A,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100266,Regulator Station,Gas,Distribution,2004-06-04,21.2,5,2007-11-28,2024-10-06,San Francisco,37.85740596095815,-122.27824281932439,12.923188877183259,PE,None/Unknown,Seamless,84.67485871922972,N,2.0,5.0,CP152,Underprotected,2024-08-18,-716.3967061641458,2019-09-23,3.0,1,10.0
A100267,Regulator Station,Gas,Distribution,1990-10-13,34.8,3,1992-03-18,2024-12-25,East Bay,37.68322480662345,-122.31442165344721,23.762369241631085,PE,Asphalt Enamel,ERW,116.93205506676055,N,2.0,4.0,CP563,Overprotected,2025-07-04,-940.0014077604652,2021-02-05,8.0,0,7.0
A100268,Transformer,Electric,N/A,1966-08-10,59.0,1,1973-10-05,2023-07-23,Central Coast,36.375157375225115,-121.73760728756069,,Copper,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100269,Pole,Electric,N/A,2016-09-21,8.9,2,2021-08-27,2024-05-08,South Bay,37.3748841558738,-122.05409597411371,,Aluminum,N/A,N/A,,N/A,,1.0,,N/A,,,,,1,
A100270,Launcher/Receiver,Gas,Distribution,1971-03-29,54.4,4,1975-03-29,2025-03-30,North Bay,38.26798689352297,-122.71939118923963,14.208509934674874,Steel,None/Unknown,Seamless,60.0,N,4.0,4.0,CP429,Underprotected,2025-02-20,-871.4385946815474,2022-08-22,3.0,0,10.0
A100271,Service Line/Riser,Gas,Distribution,2018-12-17,6.7,5,2020-08-31,2024-06-18,San Francisco,37.908435826412926,-122.4665423145732,17.699164169026357,Steel,FBE,N/A,118.84288797999892,Y,2.0,1.0,CP832,Adequate,2025-07-10,-839.1298467061207,2022-11-26,3.0,0,5.0
A100272,Regulator Station,Gas,Distribution,1983-03-25,42.4,5,1984-03-22,2024-03-29,North Bay,38.22010509549712,-122.67518468969256,9.432408159148336,PE,FBE,ERW,60.0,N,3.0,2.0,CP504,Adequate,2024-09-11,-849.5413517851166,2023-08-05,1.0,0,5.0
A100273,CP Rectifier,Gas,Transmission,2019-12-16,5.7,4,2026-06-25,2025-06-13,Central Coast,36.53617922974759,-122.23717436430583,23.458122051081908,PE,Asphalt Enamel,SAW,205.22589536132875,Y,1.0,2.0,CP765,Adequate,2024-12-07,-866.7766416140759,2023-01-07,5.0,0,5.0
A100274,Overhead Line,Electric,N/A,1991-02-11,34.5,3,1997-11-02,2024-04-20,North Bay,38.27922558252287,-122.63629594912302,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100275,Gas Distribution Main,Gas,Transmission,1983-03-22,42.4,2,1989-04-02,2023-06-30,Sierra,38.92676368759378,-120.44406695932283,14.576278541407996,Steel,None/Unknown,ERW,183.97314605171496,N,1.0,5.0,CP566,Adequate,2024-12-06,-815.8607544263243,2023-03-10,0.0,1,10.0
A100276,Transformer,Electric,N/A,1970-05-16,55.2,3,1973-10-25,2025-02-11,Central Coast,36.719426447336645,-121.75589006439907,,Wood,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100277,Pole,Electric,N/A,1986-09-16,38.9,4,1993-09-26,2024-10-15,North Bay,38.2128455882996,-122.86579972020213,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100278,Service Line/Riser,Gas,Transmission,1964-06-18,61.2,1,1969-03-09,2025-04-21,San Francisco,37.62481049606769,-122.30754043046203,34.24381927628491,PE,Asphalt Enamel,Seamless,232.25690002845724,N,1.0,2.0,CP341,Underprotected,2024-12-31,-949.6816263958971,2020-10-01,4.0,0,7.0
A100279,Substation Equipment,Electric,N/A,1980-04-30,45.3,4,1982-03-07,2023-08-25,North Bay,38.23656287168434,-122.64485260993771,,Composite,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100280,Pipeline Casing,Gas,Distribution,1999-10-25,25.8,2,2006-06-16,2024-08-30,Sierra,39.10011315951819,-120.47814744034389,7.24495008611334,PE,N/A,SAW,111.66959618220169,N,2.0,5.0,CP295,Underprotected,2024-12-27,-816.8044726000755,2022-03-29,4.0,0,10.0
A100281,Underground Cable,Electric,N/A,2007-10-27,17.8,5,2012-05-30,2024-02-27,East Bay,37.782378538923254,-122.23649633957392,,N/A,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100282,Underground Cable,Electric,N/A,1983-05-22,42.2,4,1987-08-18,2024-04-21,Central Coast,36.772200715201485,-121.8369804376425,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,1,
A100283,Underground Cable,Electric,N/A,1993-08-10,32.0,4,1999-07-27,2025-01-16,San Francisco,38.02358144482055,-122.45400607762879,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100284,Launcher/Receiver,Gas,Transmission,1971-10-03,53.9,4,1972-05-19,2025-04-21,Central Coast,36.652427391567336,-121.87752926519859,23.6501618736039,Steel,None/Unknown,N/A,295.2531941140215,Y,1.0,3.0,CP828,Unknown,2024-11-30,-837.6003622380663,2022-01-08,0.0,0,10.0
A100285,Substation Equipment,Electric,N/A,1971-09-16,53.9,4,1976-03-09,2023-12-14,San Francisco,37.819388939471196,-122.57302422182168,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100286,Pipeline Casing,Gas,Transmission,1962-08-14,63.0,2,1969-01-10,2023-12-23,East Bay,37.87404310951562,-122.49270638139402,20.844340832965205,PE,FBE,SAW,273.17816325494266,N,2.0,5.0,CP104,Adequate,2024-11-14,-978.5581173852668,2020-11-04,4.0,0,7.0
A100287,Gas Distribution Main,Gas,Distribution,2013-05-14,12.2,3,2018-04-10,2024-06-16,Sierra,38.999914150327996,-120.35864026856828,7.927627527183871,PE,Asphalt Enamel,Seamless,96.91190675021372,N,2.0,2.0,CP264,Adequate,2025-03-02,-946.5968540289276,2019-08-16,4.0,0,4.0
A100288,Test Station,Gas,Transmission,2013-02-18,12.5,1,2020-05-14,2025-04-22,South Bay,37.167720171791345,-122.0767576423422,22.12864630015542,Steel,Tape Wrap,SAW,257.93024884273797,N,1.0,2.0,CP439,Overprotected,2025-05-04,-788.5890752983121,2022-03-31,0.0,0,7.0
A100289,Underground Cable,Electric,N/A,1965-04-16,60.3,4,1966-07-10,2024-07-26,East Bay,37.62500246105574,-122.23577042053556,,Wood,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100290,Test Station,Gas,Transmission,2002-10-09,22.8,3,2009-09-23,2023-07-14,North Bay,38.30574279144874,-122.78274808393545,21.07769681500988,Steel,Coal Tar,N/A,190.9829753813829,N,2.0,3.0,CP642,Unknown,2025-05-03,-924.627866269201,2022-12-12,1.0,0,7.0
A100291,CP Rectifier,Gas,Distribution,1979-04-22,46.3,3,1983-02-02,2023-10-03,North Bay,38.191110167864636,-122.86993519813188,28.554051689014816,Steel,FBE,SAW,60.0,Y,1.0,1.0,CP526,Adequate,2024-10-23,-860.39139400205,2024-04-11,3.0,0,4.0
A100292,Regulator Station,Gas,Distribution,1969-01-21,56.6,3,1976-04-14,2023-10-20,North Bay,38.17397011624533,-122.79239183470146,8.588845550121455,Steel,FBE,N/A,60.0,N,4.0,5.0,CP124,Adequate,2025-02-03,-799.4134385314212,2020-12-23,3.0,0,9.0
A100293,Pole,Electric,N/A,2002-03-18,23.4,5,2008-10-13,2024-08-22,Sierra,39.02510162934029,-120.57284298182323,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100294,Launcher/Receiver,Gas,Distribution,2000-07-31,25.0,1,2003-02-04,2025-05-13,South Bay,37.415611464455836,-121.88806076546321,11.36473582460864,Steel,N/A,Seamless,60.0,N,1.0,4.0,CP365,Underprotected,2025-04-23,-757.5508290864227,2022-09-23,3.0,1,10.0
A100295,Pipeline Casing,Gas,Distribution,2014-01-25,11.5,4,2019-05-13,2024-06-15,Sierra,38.94741012056125,-120.55672062741931,12.752935109710137,Steel,N/A,N/A,60.0,N,2.0,5.0,CP926,Adequate,2024-09-09,-856.1424670224565,2021-10-26,3.0,0,7.0
A100296,Valve Station,Gas,Transmission,1957-11-02,67.8,5,1962-07-06,2023-06-11,East Bay,37.53573812208345,-122.33034551385846,28.734472625916318,PE,N/A,SAW,278.7174673508422,N,3.0,2.0,CP642,Adequate,2024-09-16,-894.1671084736456,2022-01-17,2.0,0,5.0
A100297,Underground Cable,Electric,N/A,1982-01-16,43.6,1,1986-03-31,2025-06-14,North Bay,38.16195708011294,-122.78047631041883,,N/A,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100298,Substation Equipment,Electric,N/A,1976-05-14,49.2,5,1978-10-07,2024-07-04,South Bay,37.47884867064598,-121.98553039644779,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,1,
A100299,Underground Cable,Electric,N/A,2005-09-19,19.9,2,2007-02-17,2025-06-29,Central Coast,36.48653136467221,-121.6779484918934,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100300,Gas Distribution Main,Gas,Distribution,1999-08-10,26.0,5,2006-08-03,2024-08-09,Central Coast,36.681082545693364,-121.8707404037681,16.64904983161485,Steel,N/A,N/A,125.38665511935537,N,1.0,2.0,CP540,Underprotected,2025-03-24,-927.227588932234,2019-12-26,3.0,1,8.0
A100301,Transformer,Electric,N/A,2009-05-07,16.3,2,2017-01-04,2023-10-02,South Bay,37.149757684106255,-122.08755871008992,,Composite,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100302,Substation Equipment,Electric,N/A,1971-07-16,54.1,4,1977-10-20,2024-12-25,North Bay,38.275373346234765,-122.80066324538608,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100303,CP Rectifier,Gas,Distribution,1968-02-08,57.5,1,1974-06-09,2024-06-09,South Bay,37.27764458592977,-121.96367643424561,5.614569102293274,Steel,N/A,Seamless,156.9725566213342,Y,1.0,2.0,CP157,Adequate,2024-07-20,-827.7953466751804,2021-11-20,0.0,1,9.0
A100304,Pole,Electric,N/A,1997-02-03,28.5,2,2001-02-27,2023-07-14,San Francisco,37.909915151608686,-122.41697737244418,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100305,Switchgear,Electric,N/A,1981-09-25,43.9,3,1986-08-03,2023-07-26,East Bay,37.74432477015151,-122.22275058755822,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100306,Overhead Line,Electric,N/A,1958-02-13,67.5,3,1963-02-14,2024-07-08,San Francisco,37.784104469737706,-122.46013485846395,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100307,Service Line/Riser,Gas,Transmission,2001-05-25,24.2,1,2007-01-23,2024-01-17,San Francisco,37.880328553655545,-122.35354963244126,12.643594196674753,PE,None/Unknown,SAW,237.10581768117152,Y,2.0,3.0,CP617,Adequate,2025-01-15,-901.4872808335518,2019-09-15,4.0,1,8.0
A100308,Test Station,Gas,Distribution,1957-11-13,67.7,5,1959-02-13,2024-05-13,Sierra,39.18479052405469,-120.52061802087421,9.068799318108434,Wrought Iron,Coal Tar,N/A,66.95082099779216,Y,2.0,4.0,CP709,Adequate,2024-09-23,-829.7442234869832,2022-07-23,0.0,0,10.0
A100309,Substation Equipment,Electric,N/A,1981-11-26,43.7,4,1982-08-19,2025-02-24,South Bay,37.28988973632118,-121.88416529988102,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100310,Launcher/Receiver,Gas,Distribution,2002-08-30,23.0,1,2007-05-09,2025-05-31,South Bay,37.215387509821475,-122.0133477398347,9.021634648013091,Steel,None/Unknown,N/A,67.80087129017748,N,1.0,2.0,CP636,Adequate,2024-11-15,-817.9550502379423,2023-01-11,1.0,0,7.0
A100311,CP Rectifier,Gas,Transmission,1961-01-07,64.6,1,1966-03-18,2025-03-17,San Francisco,37.81074988487626,-122.51585217807882,23.762054806782015,Steel,None/Unknown,Seamless,210.8107992740609,Y,1.0,4.0,CP907,Overprotected,2025-06-28,-941.8073283269496,2023-05-16,2.0,0,10.0
A100312,Pipeline Casing,Gas,Distribution,2012-08-10,13.0,1,2014-07-15,2025-05-21,North Bay,38.36717482873928,-122.74563183237483,11.57899854664413,Steel,Coal Tar,ERW,109.96106471564264,Y,3.0,3.0,CP970,Adequate,2024-09-09,-827.6445115378154,2020-11-10,4.0,0,9.0
A100313,Test Station,Gas,Transmission,1958-08-31,67.0,2,1964-11-03,2024-04-08,East Bay,37.82994810200823,-122.30309758072632,21.125232754593746,Steel,Tape Wrap,SAW,249.62528960381806,N,1.0,3.0,CP319,Overprotected,2024-11-09,-921.4665437082135,2021-06-30,0.0,0,8.0
A100314,Service Line/Riser,Gas,Transmission,2006-07-15,19.1,5,2012-02-28,2024-09-04,South Bay,37.50947714078205,-121.72274176921059,31.16765258971413,Wrought Iron,Coal Tar,Seamless,234.03996066556593,Y,1.0,2.0,CP773,Adequate,2024-10-26,-778.6359814316979,2022-04-05,4.0,0,8.0
A100315,Launcher/Receiver,Gas,Transmission,1969-04-08,56.3,2,1972-12-30,2025-01-01,San Francisco,37.604058573502805,-122.41904238051491,28.279203673648635,Steel,Coal Tar,Seamless,302.6469352122211,N,2.0,3.0,CP238,Adequate,2024-12-23,-845.2454728743821,2019-11-01,4.0,0,9.0
A100316,CP Rectifier,Gas,Transmission,1968-11-24,56.7,3,1976-05-25,2024-01-14,North Bay,38.30283563744796,-122.58249145965623,26.048546957851983,Steel,N/A,Seamless,173.50297087716586,N,3.0,5.0,CP168,Adequate,2024-10-08,-832.7171224989809,2020-02-26,2.0,0,10.0
A100317,Overhead Line,Electric,N/A,1994-04-26,31.3,2,2000-09-05,2024-10-18,Central Coast,36.581537503047876,-121.85296182680177,,Copper,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100318,Underground Cable,Electric,N/A,1989-07-27,36.0,1,1990-10-31,2024-09-14,East Bay,37.96228867367053,-122.22751221504089,,N/A,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100319,Overhead Line,Electric,N/A,1998-07-03,27.1,4,2003-09-29,2024-09-24,North Bay,38.41811042062277,-122.43892378417384,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100320,Transformer,Electric,N/A,2012-01-13,13.6,3,2013-12-03,2025-03-07,San Francisco,37.88860907812761,-122.25997568708807,,Composite,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100321,Overhead Line,Electric,N/A,1980-10-27,44.8,2,1987-09-30,2024-03-10,Sierra,39.017635935300035,-120.53842817895826,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100322,Valve Station,Gas,Distribution,1989-10-11,35.8,4,1990-07-07,2023-06-30,South Bay,37.38562554166538,-122.0708405158104,13.497163653827805,PE,Asphalt Enamel,N/A,106.94067860353017,N,2.0,1.0,CP767,Overprotected,2024-09-07,-866.6425955489764,2023-08-26,0.0,0,4.0
A100323,Pole,Electric,N/A,1956-03-21,69.4,3,1962-01-24,2024-07-09,North Bay,38.32777789613644,-122.7938354589764,,Wood,N/A,N/A,,N/A,,5.0,,N/A,,,,,1,
A100324,Pole,Electric,N/A,1978-07-17,47.1,4,1984-05-23,2023-07-28,South Bay,37.341917144356394,-121.90820258687259,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100325,Valve Station,Gas,Distribution,1961-08-13,64.0,1,1965-05-14,2024-10-13,Central Coast,36.49295167261928,-122.0621364914654,10.275872673103235,Steel,Asphalt Enamel,Seamless,103.00026808039638,N,4.0,2.0,CP991,Underprotected,2024-10-17,-900.4598031161563,2022-06-19,4.0,1,9.0
